News_Title,News_Description,Date,Category
 Putin proposes direct peace talks with Ukraine after three years of war ,"
                        
                        
                        Russian President Vladimir Putin on Sunday proposed direct talks with Ukraine on May 15 in Istanbul that he said should be aimed at bringing a durable peace and eliminating the root causes of the war.

Putin sent thousands of troops into Ukraine in February 2022, unleashing a war that has left hundreds of thousands of soldiers dead and triggering the gravest confrontation between Russia and the West since the 1962 Cuban Missile Crisis.

He said Russia was proposing direct talks with Ukraine in Istanbul in an attempt to ""eliminate the root causes of the conflict"" and ""to achieve the restoration of a long-term, lasting peace"" rather than simply a pause for rearmament.

""We are proposing that Kyiv resume direct negotiations without any preconditions,"" Putin said from the Kremlin in the early hours of Sunday. ""We offer the Kyiv authorities to resume negotiations already on Thursday, in Istanbul.""

Despite public and private pressure from US President Donald Trump and repeated warnings from European powers, Putin has offered few concessions towards ending the conflict.

Putin said that he would speak to Turkish President Tayyip Erdogan later on Sunday about facilitating the talks, which he said could lead to a ceasefire.

""Our proposal, as they say, is on the table, the decision is now up to the Ukrainian authorities and their curators, who are guided, it seems, by their personal political ambitions, and not by the interests of their peoples.""

There was no immediate response from Kyiv to the proposal, which came in the early hours of Sunday morning.

Russia, Putin said, had proposed several ceasefires, including a moratorium on striking energy facilities, an Easter ceasefire and most recently the 72-hour truce during the celebrations marking 80 years since victory in World War Two but accused Ukraine of repeatedly violating the ceasefires.

He said that during the May ceasefire Ukraine had attacked Russia with 524 aerial drones, 45 sea drones, a number of Western missiles and that Russia had repelled five attacks on Russian regions.

Ukraine has accused Russia of repeatedly violating its own ceasefire, and along with major European powers, demanded on Saturday that Putin agree to an unconditional 30-day ceasefire or face ""massive"" new sanctions.

Putin dismissed what he said was the attempt by some European powers to slap down ""ultimatums"".

PEACE?

Putin, whose forces have advanced over the past year, has stood firm in his conditions for ending the war.

In June 2024, he said that Ukraine must officially drop its NATO ambitions and withdraw its troops from the entirety of the territory of four Ukrainian regions claimed by Russia.

Russian officials have also proposed that the United States recognise Russia's control over about one fifth of Ukraine and demanded that Ukraine remains neutral though Moscow has said it is not opposed to Kyiv's ambitions to join the European Union.

Putin specifically mentioned the 2022 draft deal which Russia and Ukraine negotiated shortly after the Russian invasion of February 2022.

Under that draft, a copy of which Reuters has seen, Ukraine should agree to permanent neutrality in return for international security guarantees from the five permanent members of the UN Security Council: Britain, China, France, Russia and the United States.

""It was not Russia that broke off negotiations in 2022. It was Kyiv,"" Putin said. ""Russia is ready to negotiate without any preconditions.""

He thanked China, Brazil, African and Middle Eastern countries and the United States for their efforts to mediate.

Trump, who says he wants to be remembered as a peacemaker, has repeatedly said he wants to end the ""bloodbath"" of the Ukraine war which his administration casts as a proxy war between the United States and Russia.

Former US President Joe Biden, Western European leaders and Ukraine cast the invasion as an imperial-style land grab and repeatedly vowed to defeat Russian forces.

Putin casts the war as a watershed moment in Moscow's relations with the West, which he says humiliated Russia after the Soviet Union fell in 1991 by enlarging NATO and encroaching on what he considers Moscow's sphere of influence, including Ukraine.
                    ","11 May 2025, 08:50 AM",world
" Iran to send Russia launchers for short-range missiles, sources say ","
                        
                        
                        Iran is preparing to deliver in the near future launchers for short-range ballistic missiles that the US said Tehran sent to Russia last year for use against Ukraine, according to two Western security officials and a regional official.

Iran denied it had such plans and dismissed the idea as ""utterly absurd"".

The delivery of the Fath-360 launchers - if it occurs - would help support Russia's grinding assault on its neighbor and reaffirm the deepening security ties between Moscow and Tehran.

With a 75-mile (120-km) range, the Fath-360 would give Moscow's forces a new weapon to fire at Ukrainian frontline troops, nearby military targets, and population centers close to the border with Russia, analysts said.

The US last September said that Iran delivered the missiles to Russia on nine Russian-flagged ships - which it sanctioned - and three sources told Reuters at that time that the launchers were not included.

The Western security officials and the regional official, speaking on condition of anonymity, said the delivery of the Fath-360 launchers was imminent.

They declined to provide further details of the pending transfer, including why they thought the launchers were not delivered with the missiles.

Iran's permanent mission to the United Nations dismissed what it called ""baseless allegations"" against Tehran.

""So long as conflict persists between the parties, Iran will abstain from rendering any form of military assistance to either side,"" it said in an emailed statement.

Russia's defense ministry did not immediately respond to requests for comment.

The US National Security Council referred inquiries to the State Department, which did not respond immediately. The CIA declined comment.

Russia and Iran have previously denied that Tehran had shipped the missiles or any other arms to aid the full-scale invasion of Ukraine that Moscow launched in February 2022. US, Ukrainian and European officials say Iran has provided Russia thousands of drones and artillery shells.

In an apparent reference to the Fath-360s, US Army General Christopher Cavoli, the commander of US Central Command, last month told US lawmakers that Iran had donated to Russia more than 400 short-range ballistic missiles.

There have been no public reports of Iran transferring any other kinds of short-range ballistic missiles to Moscow or of Russian forces using the Fath-360.

POSSIBLE COMPLICATION FOR PEACE TALKS

Russia's deployment of the missiles could complicate US President Donald Trump's efforts to arrange a ceasefire and peace talks between Ukraine and Russia and to strike a separate deal with Iran to curb its nuclear program.

The regional official said that the indirect US-Iran nuclear talks mediated by Oman are among ""several reasons"" for the delayed delivery of the launchers.

The talks have encountered turbulence, although Iran on Friday said it agreed to hold a fourth round in Oman on Sunday.

Jack Watling, a senior research fellow at the Royal United Services Institute think tank, said that Iranian officials would consider the issue of sending arms to Russia as separate from the nuclear talks.

""That the Iranians are negotiating on nuclear issues with the US will not be seen as connected to what they might do in collaboration with the Russians,"" he said.

Analysts said there could have been another complication: Iran had to modify European-made commercial trucks on which to mount the launchers for its own Fath-360 arsenal, and it may have had to do the same for Russia given its massive losses of vehicles in Ukraine.

With the launchers, Russia will be able to increase pressure on Ukraine, said the experts.

""It would be much easier (for Russian forces) to launch a strike much faster ... against high-value targets,"" said Fabian Hinz, a research fellow with the International Institute for Strategic Studies. ""They (Fath-360s) don't need a lot of launch preparations. Their flight time is incredibly short.""

Deploying the Fath-360 could allow Russia to reserve its more advanced missiles, like the Iskander, for longer-range strikes at critical infrastructure, including the power grid, straining Ukraine's precious missile defenses, the analysts said.

The Fath-360 ""is designed to be handled and operated by people with relatively little training,"" said Ralph Savelsberg, an associate professor at the Netherlands Defense Academy.

""Why would they (Russia) buy inferior Iranian missiles? The only reason I could think of is that they cannot produce a sufficient number of their own missiles,"" he said.

""They're not super accurate and they don't carry a very large payload. But it just adds to Ukraine's headaches.""
                    ","11 May 2025, 12:34 AM",world
" India-Pakistan water treaty remains suspended despite ceasefire, sources say ","
                        
                        
                        A key water-sharing pact between India and Pakistan remains suspended, four government sources told Reuters, despite the countries reaching a ceasefire agreement on Saturday after days of deadly fighting.

The Indus Waters Treaty, mediated by the World Bank in 1960, regulates the division of water from the Indus River and its tributaries between the South Asian nations.

India pulled out of it last month after a deadly attack targeting Hindu tourists in Kashmir that it said was backed by Islamabad.

Pakistan denied involvement in the violence and had said it was preparing international legal action over the suspension of the treaty, which ensures water for 80% of its farms.

""Indus Waters Treaty was not really a part of (ceasefire) discussions,"" said a source from Pakistan's water ministry.

An Indian government source also told Reuters there was ""no change in stand"" on the treaty.

There was no immediate response from India's foreign ministry on the matter, or from officials at Pakistan's water ministry and the information minister.

The pact was one of many tit-for-tat measures taken by the South Asian nations after the Kashmir attack, including closure of land borders, suspension of trade, and a pause on issuance of almost all categories of visas to each other's citizens.

Two sources from the Indian government told Reuters that all measures taken against Pakistan, including on trade and visas, would remain in place despite the pause in violence between the countries.

India's foreign ministry did not immediately respond to a request for comment on the matter.

India and Pakistan had engaged in daily clashes since Wednesday when India struck multiple locations in Pakistan that it said were ""terrorist camps"".

Fighting paused on Saturday evening with the countries reaching what Pakistan termed a ""ceasefire agreement"" and India called an agreement to ""stop all firing and military action.""
                    ","10 May 2025, 09:11 PM",world
 European leaders tell Putin to agree to Ukraine ceasefire or face new sanctions ,"
                        
                        
                        Major European powers threw their weight behind an unconditional 30-day Ukraine ceasefire on Saturday, with the backing of US President Donald Trump, and threatened President Vladimir Putinwith ""massive"" new sanctions if he did not accept within days.

The leaders of Britain, France, Germany, Poland and Ukraine set the start of the ceasefire for May 12 at a meeting in Kyiv, during which they held a phone call with Trump.

""So all of us here together with the US are calling Putin out. If he is serious about peace, then he has a chance to show it,"" British Prime Minister Keir Starmer told a press conference.

""No more ifs and buts, no more conditions and delays.""

Soon after the European leaders' announcement, the Kremlin appeared to pour scorn on it.

""We hear many contradictory statements from Europe. They are generally confrontational in nature rather than aimed at trying to revive our relations. Nothing more,"" Kremlin spokesman Dmitry Peskov was quoted as saying by Russian news agency Interfax.

Western sanctions against Russia have been toughened repeatedly since its full-scale invasion in 2022, without ending the war. But following through on the threat would be a sign of growing Western unity after months of unpredictability in US policy since Trump's return to the White House in January.

After engaging directly with Russian officials, clashing publicly with Ukrainian President Volodymyr Zelensky and briefly cutting vital military aid to Kyiv, Washington has patched up ties with Ukraine and signed an agreement giving the US preferential access to new Ukrainian minerals deals.

Trump, who did not immediately comment publicly on the European leaders' remarks, has also signalled frustration with what Washington views as Putin's foot-dragging over a ceasefire.

""In the event that the ceasefire is violated, massive sanctions will be prepared, in coordination between the Europeans and the United States,"" French President Emmanuel Macron said.

By imposing new sanctions, the White House would be aligning itself more closely with western Europe, which has been rattled by a trade war in which Trump has imposed tariffs on them and other countries and has suggested he might not come to the defence of NATO allies that underspend on their defence.

Zelensky said he and the visiting leaders had agreed the unconditional ceasefire must start on Monday and cover air, sea and land. If Russia refused, it would face new sanctions, including the strengthening of punitive measures targeting its energy and banking sectors, he said.

Peskov had been quoted as saying on Friday that Russia supported the implementation of a 30-day ceasefire, but only with due consideration of ""nuances"".

In remarks to US broadcaster ABC broadcast earlier on Saturday, Peskov had suggested Western military assistance for Ukraine must stop for a temporary ceasefire to take effect. ""Otherwise it will be an advantage for Ukraine,"" he said.

TRUMP PHONE CALL

Macron said that if the ceasefire went ahead, it would be monitored mainly by the US and European countries would contribute.

Dmitry Medvedev, a former Russian president who is now a senior security official, derided the idea of giving Russia an option between being sanctioned or giving Ukrainian forces an opportunity to rebuild.

""Shove these peace plans up your pangender arses!"" he wrote on X.

The European leaders said the terms of a peace deal would be negotiated during the 30-day pause in fighting.

""We have no illusions that the ceasefire will be breached,"" Zelenskiy said.

On the eve of the summit, the US embassy in Kyiv warned of a ""potentially significant"" air attack in the coming days.

When the European leaders arrived in Kyiv by train on Saturday, a screen on the platform announced the arrival of the ""Bravery Express"". Zelensky accompanied them as they paid their respects at a Kyiv memorial honouring Ukrainian soldiers killed in the war.

The visit falls on the final day of a May 8-10 ceasefire declared by Putin that Ukraine did not accept, denouncing it as a sham. Both sides have accused each other of violating it.

Reuters journalists at a field hospital near the front line in Ukraine's Zaporizhzhia region saw soldiers being brought in with combat injuries sustained since the Russian ceasefire began.

""There hasn’t been any ceasefire, shelling has continued just as before, drones are flying just like before, the same with explosives being dropped. Nothing has changed at all,"" said a wounded soldier who gave his name as Stanislav.
                    ","10 May 2025, 08:44 PM",world
 Seven dead after heavy rain hit Mogadishu on Friday ,"
                        
                        
                        At least seven people have been killed in two districts of Mogadishu after a flood triggered by severe rainfall swept through the east African nation on Friday night, according to a government official.

""We have now confirmed that at least seven people have died, including two women. The rain also collapsed nine houses and filled the houses of 200 families,"" Saleh Hassan, a spokesperson for the mayor of Mogadishu, said.

Some infrastructure in Somalia's capital, including six major roads, was also damaged, hindering movement of people in the capital, according to Hassan.

Among the dead was a young boy whose body was recovered from the debris on one of the damaged streets on Saturday.

""I was hoping the water would spit him out but all was in vain. This morning, my friends joined me with hammers and spades and we managed to remove his body,"" local resident Nuradin Mohammed told Reuters on Saturday.
                    ","10 May 2025, 08:08 PM",world
 Pope Leo tells cardinals they must continue 'precious legacy' of Pope Francis ,"
                        
                        
                        Pope Leo XIV signalled on Saturday he would continue with the vision and reforms of Pope Francis, telling the world's Catholic cardinals the late pontiff left a ""precious legacy"" that must carry on.

In his first meeting with all the cardinals since his election as pontiff on May 8, Leo also asked the senior clerics to renew their commitment to major Church reforms enacted by the landmark Second Vatican Council in the 1960s.

Leo said Francis, who died on April 21, broadly had a vision of opening the staid 1.4-billion-member Church to the modern world, had left an ""example of complete dedication to service.""

""Let us take up this precious legacy and continue on the journey,"" the new pope told the cardinals.

The pontiff also asked the clerics to ""renew together our complete commitment"" to the reforms enacted by the Council, which included celebrating the Mass in local languages rather than Latin and pursuing dialogue with other religions.

He cited Francis' focus on ""courageous and trusting dialogue with the contemporary world in its various components and realities.""

Francis was pope for 12 years and often garnered criticism from conservative cardinals, who said he was watering down the Church's doctrine on issues such as inclusion of LGBT Catholics and women's leadership.

Leo, the former US Cardinal Robert Prevost, was a relative unknown on the global stage before his election as pontiff. He had spent most of his career as a missionary in Peru before serving as a senior Vatican official for the past two years.

The new pope said on Saturday he had taken his papal name partly to honour Pope Leo XIII (1878-1903), who was known as an advocate for social justice and pushed for fair pay and treatment of workers during the industrial revolution.

Leo XIV said the Church must now take the lead in facing newer threats to workers, such as artificial intelligence. He said AI posed ""new challenges for the defence of human dignity, justice and labour.""

Leo's two-hour meeting with the cardinals took a different format to that used by previous popes, who would typically offer a speech and expect the clerics only to listen.

This time, Leo gave a prepared address and then opened the floor to any cardinal who wanted to make a comment -- allowing the clerics to voice their opinions and concerns about the main issues facing the global Church.

""He listened very carefully, but he knows he's going to have to make the decisions,"" Irish Cardinal Sean Brady told Reuters. ""But we're here to help him.""

Spanish Cardinal Aquilino Bocos Merino described the meeting as ""very cordial and communal.""

CHINA DEAL COMES UP

Leo greeted each of the cardinals individually as they left the meeting, which was held in the same small Vatican auditorium where the cardinals had been gathering in the days before the conclave to discuss who should be the next pope.

Czech Cardinal Dominik Duka said one topic that came up was the situation of Catholics in communist China.

The Vatican and China in 2018 signed a controversial deal on the appointment of bishops in the country, which gives Beijing some input into their selection.

Conservatives have attacked the still-secret deal as a sell-out, but Duka told Reuters it was necessary to keep a dialogue open in places where the Church is oppressed, comparing it to dialogue between the Vatican and eastern European countries during the Cold War.

German Cardinal Gerhard Mueller, who openly clashed with Francis on issues concerning Catholic moral teaching, told Reuters that Saturday's encounter was ""very good and harmonious.""

To be elected as pope during the May 7-8 secret conclave at the Sistine Chapel, Leo required a two-thirds majority of 89 of the 133 voting cardinals.

Madagascar Cardinal Désiré Tsarahazana told Reuters that Leo received more than 100 votes at the final ballot on the afternoon of May 8.
                    ","10 May 2025, 07:11 PM",world
" India, Pakistan agree to ""full and immediate ceasefire"", says President Trump ","
                        
                        
                        Nuclear-armed neighbours India and Pakistan agreed to a ceasefire on Saturdayafter US pressure and diplomacy, announcing a sudden stop to a conflict that had seemed to be spiralling alarmingly.

The four days of fighting that began on Wednesday were the worst between the old South Asian enemies in nearly three decades and threatened to erupt into a full-scale war in one of the world's most volatile and densely populated regions.

There were briefly fears that nuclear arsenals might come into play as Pakistan's military said a top body overseeing its nuclear weapons would meet.

But the defence minister said no such meeting was scheduled, hours after a night of heavy fighting in which the two countries targeted each other’s military bases and the combined civilian death toll rose to 66.

""Pakistan and India have agreed to a ceasefire with immediate effect,"" Foreign minister Ishaq Dar posted on X. ""Pakistan has always strived for peace and security in the region, without compromising on its sovereignty and territorial integrity!""

The Indian foreign secretary said the two countries' military chiefs had spoken to each other and agreed that all fighting would stop at 5pm Indian time (1130 GMT), without using the word ""ceasefire"".

US President Donald Trump posted: ""After a long night of talks mediated by the United States, I am pleased to announce that India and Pakistan have agreed to a FULL AND IMMEDIATE CEASEFIRE. Congratulations to both Countries on using Common Sense and Great Intelligence.""

HOTLINES AND DIPLOMACY

Dar told the broadcaster Geo News that military channels and hotlines between India and Pakistan had been activated, and three dozen countries had actively helped to facilitate the agreement.

Foreign Secretary Vikram Misri, India's most senior diplomat, said the two military chiefs would speak to each other again on May 12.

India on Wednesday attacked what it said was ""terrorist infrastructure"" in Pakistani Kashmir and Pakistan, two weeks after 26 people were killed in an attack on Hindu tourists in Indian Kashmir.

Pakistan denied India's accusations that it was involved in the attack. Days of cross-border fire, shelling and drone and missile attacks followed.

Despite the truce, two Indian government sources told Reuters that the punitive measures announced by India and reciprocated by Pakistan, such as trade suspension and visa cancellations, would remain in place for now.

The sources also said the 1960 Indus Waters Treaty, a critical water-sharing pact that India suspended after the Kashmir attack, would continue to remain in abeyance.

The Indian foreign ministry did not respond to a request for comment.

US Secretary of State Marco Rubio said that he and Vice President JD Vance had engaged with Indian Prime Minister Narendra Modi and Pakistan's Shehbaz Sharif, Indian Foreign Minister Subrahmanyam Jaishankar, Pakistan's army chief Asim Munir, and the two national security advisors over the course of 48 hours.

TALKS TO FOLLOW AT NEUTRAL VENUE

In a post on X, Rubio commended Modi and Sharif on the agreement, which he said included not only an immediate ceasefire but also the start of talks on ""a broad set of issues at a neutral site”.

Jaishankar said India had consistently maintained a firm and ""uncompromising stance against terrorism in all its forms and manifestations"" and would continue to do so.

News of the ceasefire was greeted with relief on both sides of the border and Pakistan's airports authority said its airspace had been fully reopened.

Omar Abdullah, chief minister of Indian Kashmir, which bore the brunt of the fighting, welcomed the truce but added: ""If it had happened 2-3 days ago, the lives we lost would not have been lost.""

Pakistani news channels showed tanks returning from the border.

""Both Pakistan and India need to lift their large populations on virtually every measure of socio-economic development,"" said Ehsan Malik, CEO of the Pakistan Business Council. ""We are happy that a ceasefire will help both the governments to focus on this priority.""

Shuja Nawaz, distinguished fellow at the Atlantic Council's South Asia Center, said the Indus treaty would figure prominently in the impending talks ""after a decent interval, which allows both governments to claim credit for what they've achieved until now"".

India and Pakistan have been locked in a dispute over Kashmir ever since they were born at the end of British colonial rule in 1947. Hindu-majority India and Muslim Pakistan both rule partof Kashmir but claim it in full.

They have gone to war three times, including twice over Kashmir, alongside numerous smaller outbreaks of fighting.

India blames Pakistan for an insurgency in its part of Kashmir that began in 1989 and has killed tens of thousands. It also blames Pakistani Islamist militant groups for attacks elsewhere in India.

Pakistan rejects both charges. It says it only provides moral, political and diplomatic support to Kashmiri separatists.

 


pic.twitter.com/lRPhZpugBV
— Donald J. Trump (@realDonaldTrump) May 10, 2025
","10 May 2025, 06:39 PM",world
 China takes centre stage in Philippines' feisty midterm election ,"
                        
                        
                        In political rallies, Senate hearings and voter surveys ahead of Monday's midterm elections in the Philippines, China has been an overwhelming - and unusual - presence.

The shadow of its giant maritime neighbour has loomed over the Philippines for years, but as the country's two most prominent political clans flex their muscles in the usually low-key process to pick senators and local government leaders, relations with China have emerged as a political lightning rod.

The outcome could end up shaping the country's strategic positioning over the remaining half of President Ferdinand Marcos Jr's six-year term, which began in 2022.

""Will we allow ourselves to return to the time when our leaders wanted us to become a province of China?"" Marcos asked voters at a rally in February, in a dig at predecessor Rodrigo Duterte and his daughter Sara, who is currently vice president and a key Marcos rival.

During his 2016 to 2022 term, Duterte shifted foreign policy on China, adopting conciliatory rhetoric and downplaying disputes in the South China Sea. The strategy drew concern from Washington and raised questions about the Philippines' longstanding security alliance with the United States.

In contrast, Marcos has moved to rekindle and deepen ties with Washington.

""These are hot button issues that many Filipino voters can relate to, particularly on the issue on China. There was a time in the past when foreign policy did not really matter that much during elections,"" said Ederson Tapia, professor of public administration at the University of Makati.

""But now it does.""

An April survey found that a majority of voters in the country of 110 million prefer candidates who assert Philippine sovereignty in the South China Sea, where the Marcos-led administration has taken a more assertive stance in its maritime confrontations with Beijing, which continue unabated.

It is a sentiment that Marcos has tapped into since he started his campaign for the slate of Senate candidates that he is backing.

In the February rally, Marcos pointed to his candidates, saying: ""None of them were applauding China when our coast guard was being bombed with water, when our fishermen were being blocked, when their catch was stolen, and our islands seized to become part of another country.""

China's embassy in Manila did not respond to questions from Reuters.

The Duterte camp enjoyed a surge of sympathy when he was arrested by the International Criminal Court in March and taken to The Hague, but Marcos' candidates remain ahead in polls and appear poised to dominate the Senate race.

A Duterte spokesperson did not respond to a request for comment.

DISINFORMATION PROLIFERATION

Through a months-long campaign, Marcos has kept up the pressure and focused on China as a key election issue, while his allies have taken aim at Sara Duterte for her silence on China's actions.

Sara, a likely future presidential candidate, was once a Marcos ally but now faces an impeachment trial on charges including a threat to assassinate the president if she herself was harmed.

In the Philippines, the 24-member Senate acts as the jury in any impeachment trial, making the midterms even more consequential in determining Sara Duterte's political future.

Sara, who has denied wrongdoing, has responded to her impeachment with defiance, asking the Supreme Court to nullify the complaint against her.

A strong mandate for Marcos would not only define his ability to govern decisively in the remaining three years of his term, but would also shape the 2028 presidential race, said Victor Andres ""Dindo"" Manhit, a political analyst and founder of Stratbase Group, a research and advisory firm.

Marcos is limited to a single term under the Constitution and is expected to anoint a successor. If she survives impeachment, Sara Duterte would also be eligible to run in 2028.

""Those who will run need to be tested on consistency with regard to these issues,"" Manhit said, referring to the protection of Philippines' maritime rights and sovereignty.

""And one of them is the current vice president. She has not spoken against this coercion by China.""

A spokesperson for Sara Duterte did not respond to a request for comment.

The midterm election comes amid a proliferation of disinformation in the Philippines. Up to 45 percent of discussions about the elections on social media have been driven by inauthentic accounts, Reuters reported last month.

The use of fake accounts and paid influencers for political operations is widespread in the Philippines, but a top security official and a senator alleged last month that Chinese state-sponsored groups might be attempting to influence Filipinos.

China's foreign ministry and its embassy in Manila have rejected the accusations.
                    ","10 May 2025, 05:58 PM",world
" Pakistan increasing troop deployment along border, says Indian military ","
                        
                        
                        Pakistan is increasing its deployment of troops along the border, the Indian military said on Saturday, as tensions between the nuclear-armed neighbours soared, with Pakistan launching a military operation against India.

The Pakistan army has been observed to be moving its troops into forward areas, ""indicating offensive intent to further escalate the situation"", an Indian military spokesperson told a media briefing.

""Indian armed forces remain in a high state of operational readiness,"" she said. ""Indian armed forces reiterate their commitment to non-escalation, provided it is reciprocated by the Pakistan military.""

 
                    ","10 May 2025, 01:15 PM",world
 Judge orders temporary halt to Trump administration's government overhaul ,"
                        
                        
                        President Donald Trump's administration must temporarily halt its sweeping government overhaul because Congress did not authorize it to carry out large-scale staffing cuts and the restructuring of agencies, a federal judge said on Friday.

US District Judge Susan Illston in San Francisco sided with a group of unions, non-profits and local governments, and blocked large-scale mass layoffs known as ""reductions in force"" for 14 days.

""As history demonstrates, the President may broadly restructure federal agencies only when authorized by Congress,"" said Illston.

The White House did not immediately respond to a request for comment.

The ruling is the broadest of its kind against the government overhaul that has been led by Elon Musk, the world's richest person who is also CEO of electric vehicle maker Tesla TSLA.O.

Dozens of lawsuits have challenged DOGE's work on various grounds including violating privacy laws and exceeding its authority, with mixed results.

Trump directed government agencies in February to work with the Department of Government Efficiency to identify targets for mass layoffs as part of the administration's restructuring plans.

Trump urged agencies to eliminate duplicative roles, unnecessary management layers, and non-critical jobs, while automating routine tasks, closing regional field offices and reducing the use of outside contractors.

“The Trump administration’s unlawful attempt to reorganize the federal government has thrown agencies into chaos, disrupting critical services provided across our nation,"" said a statement from the coalition of plaintiffs.

""Each of us represents communities deeply invested in the efficiency of the federal government – laying off federal employees and reorganizing government functions haphazardly does not achieve that.”

Illston scheduled a hearing for May 22 to consider a longer-lasting preliminary injunction.

She said that the plaintiffs are likely to succeed on merits of some of their claims in their lawsuit, which was filed on April 28 and alleged Trump exceeded his authority. It also alleged the Office of Management and Budget, DOGE and Office of Personnel Management exceeded their authority and violated administrative law.

Illston said plaintiffs are likely to suffer irreparable harm without the temporary restraining order, which she said preserves the status quo.

Illston said the plaintiffs submitted more than 1,000 pages of evidence and 62 sworn declarations and she highlighted some of the material.

For example, she said the National Institute for Occupational Safety and Health and its Pittsburgh office, which researches health hazards facing mineworkers, had 221 of the department's 222 workers terminated, citing the union. She gave similar examples at local offices of Head Start, which supports early learning, the Farm Service Agency and the Social Security Administration.

""The Court here is not considering the potential loss of income of one individual employee, but the widespread termination of salaries and benefits for individuals, families, and communities,"" Illston wrote in her ruling.
                    ","10 May 2025, 12:48 PM",world
" China expresses concern, offers help to resolve India-Pakistan conflict ","
                        
                        
                        China expressed ""deep concern"" on Saturday over the escalating situation between India and Pakistan and offered to play a constructive role in resolving the matter, according to a statement from the Chinese foreign ministry.

""China is closely monitoring the current situation between India and Pakistan,"" the foreign ministry said in a post published on its website.

It urged both countries to prioritise peace and stability, maintain calm and restraint, and return to the path of resolving issues through peaceful political means, cautioning against actions that may further escalate tensions.

China remains willing to continue playing a constructive role in this matter, the ministry added.
                    ","10 May 2025, 12:48 PM",world
" US offers to help India and Pakistan start talks, G7 also urges dialogue ","
                        
                        
                         

The US government said it offered assistance to make India and Pakistan start ""constructive talks"" while the Group of Seven (G7) major countries also urged the Asian neighbors to engage in direct dialogue amid heightened hostilities.

World powers have raised the alarm over the latest escalation in the decades-old India-Pakistan rivalry. India hit Pakistan with air strikes and missiles on Wednesday and since then the nuclear-armed countries have been clashing daily while launching strikes against each other's military installations on Saturday. Dozens have been killed.

The US, especially Secretary of State Marco Rubio, has held regular talks with both India and Pakistan since late April and urged them to de-escalate.

The US State Department late on Friday and early Saturday released three statements on Rubio's calls with Pakistan Army Chief Asim Munir, and the foreign ministers of India and Pakistan.

It said Rubio urged them to ""re-establish direct communication to avoid miscalculation"" while offering US assistance ""in starting constructive talks"" to avoid future conflicts.

Michael Kugelman, a Washington-based South Asia analyst and writer for the Foreign Policy magazine, said Rubio's decision to call the army chief directly was ""the most consequential move the US has made"" since the start of the crisis:

""If you want to talk to the Pakistanis about de-escalation, you need to talk to General Munir.""

President Donald Trump said earlier this week the rising tensions were a shame. US Vice President JD Vance said a war would be ""none of our business.""

In recent years, India has been seen as a partner by Western powers to counter China's rising influence. Pakistan is a US ally although its importance has diminished since Washington's 2021 withdrawal from neighboring Afghanistan.

G7 URGES DIRECT DIALOGUE

In a G7 statement, the foreign ministers of Canada, France, Germany, Italy, Japan, the US, Britain and the European Union said they ""strongly condemn"" an Apr 22 Islamist militant attack in which 26 people were killed in India-administered Kashmir. India blamed Pakistan, which denied the accusations and called for a neutral probe.

""We call for immediate de-escalation and encourage both countries to engage in direct dialogue towards a peaceful outcome,"" the G7 top diplomats said.

Muslim-majority Kashmir is claimed in full but ruled only in part by both Hindu-majority India and Islamic Pakistan and has seen wars, insurgency and diplomatic stand-offs over the decades.
                    ","10 May 2025, 12:44 PM",world
